#,NUMERO,STATUS,ED,DESCRICAO,,,SETOR DO RESPONSÁVEL,CAMPUS DA CARGA,VALOR AQUISIÇÃO,VALOR DEPRECIADO,NUMERO NOTA FISCAL,NÚMERO DE SÉRIE,DATA DA ENTRADA,DATA DA CARGA,FORNECEDOR,SALA,ESTADO DE CONSERVAÇÃO
3743,8407,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEBEM,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
3744,8408,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,COLIFIS,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 15 - COORDENAÇÃO DE PÓS-GRADUAÇÃO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3745,8409,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELABI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 48 - LABORATÓRIO DE REDES DE COMPUTADORES (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3746,8410,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,COTESEGTR,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 15 - COORD. DO CURSO TÉCNICO SEGURANÇA DO TRABALHO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3747,8411,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEBEM,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 111 - DEPÓSITO SEBEM (MCP-CAMPUS MACAPÁ-BLOCO GARAGEM),Bom
3748,8412,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELAB,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 24 - LABORATÓRIO DE MATEMÁTICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3749,8413,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELAB,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 95 - LABORATÓRIO DE PETROGRAFIA (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
3750,8414,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEBEM,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
3751,8415,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELAB,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 24 - LABORATÓRIO DE MATEMÁTICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3752,8416,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SECOMI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 04 - SELIC - SEÇÃO DE GER. DE LICITAÇÕES E CONTRATOS (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
3753,8417,Ativo,35,"MICROCOMPUTADOR COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELAB,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 24 - LABORATÓRIO DE MATEMÁTICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3754,8418,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,COTGALI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 16 - COORDENAÇÃO DO CURSO DE TECNOLOGIA EM ALIMENTOS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3755,8420,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELABI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3756,8421,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELABI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3757,8422,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,MCP,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 13 - DIREN - DIREÇÃO DE ENSINO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3758,8423,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,DAES,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 104 -  SEGAE - SEÇÃO DE GERENCIAMENTO ASSISTÊNCIA AO ESTUDANTE (MCP - CAMPUS MACAPÁ - BLOCO C),Bom
3759,8424,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEGIP,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 31 - SETUR - SEÇÃO DE GERENCIAMENTO DE TURNO (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3760,8427,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELAB,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 95 - LABORATÓRIO DE PETROGRAFIA (MCP - CAMPUS MACAPÁ -BLOCO E),Bom
3761,8429,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEBEM,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Irreversível
3762,8430,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELABI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 49 - SELABI - SEÇÃO DE GERENCIAMENTO DOS LABORATÓRIOS DE INFORMÁTICA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3763,8431,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELAB,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 24 - LABORATÓRIO DE MATEMÁTICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3764,8432,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEBEM,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
3765,8433,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELAB,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 24 - LABORATÓRIO DE MATEMÁTICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3766,8434,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEGEBI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3767,8435,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,NAPNE,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 01 - NAPNE (MCP - CAMPUS MACAPÁ - BLOCO A),Bom
3768,8437,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELAB,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 24 - LABORATÓRIO DE MATEMÁTICA BLOCO CIÊNCIAS (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3769,8439,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEGEBI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 06 - SEGEBI - SEÇÃO DE GERENCIAMENTO DE BIBLIOTECA (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3770,8440,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEBEM,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
3771,8441,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEBEM,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
3772,8443,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,DAES,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 11 - DAES - DEPARTAMENTO DE ASSISTÊNCIA ESTUDANTIL (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
3773,8444,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SEBEM,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,DEPÓSITO DE BENS INSERVÍVEIS - SEBEM (MCP - CAMPUS MACAPÁ - UNIDADE MODULAR),Bom
3774,8446,Ativo,35,"COMPUTADOR HP COMPAQ 6000 PRO, COM MONITOR INTEGRADO. 1.1 UNIDADE CENTRAL DE PROCESSAMENTO: MICROCOMPUTADOR BASEADO EM PROCESSADOR COM CLOCK DE NO MÍNIMO 3.0 GHZ, COM MEMORIA CACHE L2 OU L3 DE 06 MBYTES, OPERANDO NO MINIMO 1333 MHZ, MEMORIA DDR3 4096 MBYTES COM BARRAMENTO DE 1066 MHZ, SUPORTANDO TECNOLOGIA DUAL CHANNEL (DUPLO CANAL DE ACESSO) E MEMORIA EXPANSIVEL DE 8 GBYTES.",,,SELABI,MCP,2035.00,203.51,314544,,19/05/2017,19/05/2017,HEWLETT-PACKARD BRASIL LTDA,SALA 47 - LABORATÓRIO DE INFORMÁTICA 02 (MCP - CAMPUS MACAPÁ -BLOCO B),Bom
